assists,boosts,damageDealt,DBNOs,headshotKills,heals,killPlace,killPoints,kills,killStreaks,longestKill,matchDuration,matchType,maxPlace,numGroups,rankPoints,revives,rideDistance,roadKills,swimDistance,teamKills,vehicleDestroys,walkDistance,weaponsAcquired,winPoints,winPlacePerc
0,1,0,0,0,0,86,0,0,0,0,1901,squad-fpp,29,24,1484,0,0,0,0,0,0,87.89,2,0,0.1071
0,0,172,1,0,5,34,0,1,1,4.46,1883,duo,47,46,1481,0,0,0,0,0,0,1021,5,0,0.413
0,1,245.8,1,0,5,34,0,1,1,9.897,1930,duo,49,47,1661,0,0,0,0,0,0,743.9,4,0,0.5625
0,0,0,0,0,0,73,0,0,0,0,1889,squad-fpp,26,26,1474,0,0,0,0,0,0,395.7,3,0,0.16
0,1,95.87,1,1,7,26,1216,1,1,43.68,1981,duo,47,45,-1,0,5830,0,0,0,0,1423,6,1553,0.6304
0,1,130.4,1,0,7,19,0,2,1,35.76,1803,duo-fpp,50,45,1497,0,0,0,0,0,0,350.3,3,0,0.4898
0,0,196.6,1,0,0,79,0,0,0,0,1787,duo-fpp,49,48,1528,0,0,0,0,0,0,55.51,2,0,0.1875
2,1,304.2,2,0,8,24,0,1,1,7.161,1750,squad-fpp,29,29,1496,0,1540,0,0,0,0,2666,18,0,0.5714
0,2,390.6,3,0,3,7,1104,4,3,41.96,1296,squad-fpp,30,29,-1,1,1972,0,0,0,0,962.9,4,1516,0.7241
0,0,60.63,0,0,0,59,1257,0,0,0,1957,solo,95,93,-1,0,1431,0,0,0,0,1546,4,1575,0.5426
0,0,100,1,1,0,42,1275,1,1,24.63,1852,duo-fpp,48,48,-1,0,0,0,0,0,0,72.03,3,1522,0.0213
0,1,150.9,0,0,1,26,1316,1,1,45.08,1427,solo,99,96,-1,0,1143,0,0,0,0,1607,5,1576,0.8878
0,0,0,0,0,0,68,0,0,0,0,1760,squad-fpp,26,25,1429,0,1235,0,0,2,1,1321,4,0,0.28
1,0,65.79,0,0,0,87,0,0,0,0,1405,duo,48,47,1516,0,0,0,0,0,0,61.57,1,0,0.0425
1,0,219.8,0,0,0,24,1293,1,1,73.24,1921,squad-fpp,26,24,-1,0,3038,0,0,0,0,2191,6,1540,0.72
0,0,184.6,1,0,0,31,0,1,1,9.639,1364,squad-fpp,28,27,1479,0,0,0,0,0,0,182.6,3,0,0.3704
1,1,30.06,0,0,1,82,0,0,0,0,1319,squad,25,25,1520,0,0,0,0,0,0,134.5,2,0,0.0833
0,0,200,2,1,0,20,1149,2,2,6.657,1355,squad-fpp,29,29,-1,0,0,0,0,0,0,55.37,1,1493,0.1429
0,0,19.3,0,0,0,66,1108,0,0,0,1368,duo-fpp,48,44,-1,0,0,0,0,0,0,229,2,1489,0.4043
0,3,200,0,0,1,14,0,2,1,14.65,1367,solo-fpp,93,93,1498,0,0,0,0,0,0,870.8,4,0,0.8043
1,4,342.4,1,1,9,8,1201,3,1,122.8,1375,duo-fpp,48,47,-1,0,1975,0,0,0,0,1949,7,1477,0.9787
0,1,68.37,0,0,1,54,0,0,0,0,1425,solo-fpp,95,95,1509,0,0,0,0,0,0,756.9,6,0,0.617
0,0,100,0,1,0,35,1097,1,1,7.093,1384,squad-fpp,32,30,0,0,0,0,79.6,0,0,879.1,3,1461,0.4839
0,0,0,0,0,0,80,0,0,0,0,1870,squad,29,27,1446,0,2117,0,0,1,0,782.1,3,0,0.1786
0,0,0,0,0,0,94,0,0,0,0,1365,squad-fpp,29,27,1337,0,0,0,0,0,0,66.55,1,0,0
0,5,431.1,1,0,1,2,1265,5,2,71.22,1418,duo-fpp,48,47,-1,2,0,0,100.9,0,1,3081,5,1423,0.9362
3,4,477.4,1,1,1,3,1145,4,1,70.5,1386,duo-fpp,49,47,-1,1,0,0,0,0,0,3514,4,1503,0.9792
1,0,70.55,0,0,1,64,0,0,0,0,1867,squad-fpp,27,24,1437,0,2061,0,0,0,0,1660,7,0,0.3077
0,1,52.75,0,0,8,45,1089,0,0,0,1891,squad,27,27,-1,0,909.2,0,0,0,0,3487,5,1505,0.8077
1,2,360.8,3,1,2,7,1454,3,1,49.39,1375,squad-fpp,28,28,-1,0,0,0,0,0,0,688.1,5,1485,0.5556
1,6,269.3,1,0,5,17,1503,1,1,41.67,1883,squad-fpp,27,27,-1,3,188.6,0,0,0,0,3723,5,1556,0.9615
0,2,87.77,0,0,6,37,0,1,1,17.53,1770,duo-fpp,43,42,1517,0,0,0,0,0,0,575,5,0,0.3333
0,0,0,0,0,0,92,1191,0,0,0,1889,squad,27,25,-1,0,0,0,0,0,0,0,0,1417,0
0,0,291.7,0,0,0,32,0,1,1,3.638,2182,solo,95,93,1533,0,4458,1,0,0,0,1892,6,0,0.5532
1,2,117.9,0,0,1,39,0,0,0,0,1291,duo-fpp,47,46,1505,0,1336,0,221.5,0,0,2126,3,0,0.9565
1,2,21.95,0,0,3,42,1080,0,0,0,1201,squad-fpp,28,28,-1,0,758.6,0,0,0,0,2104,9,1501,0.9259
0,1,247.7,0,1,3,24,0,1,1,39.65,1386,solo,96,91,1559,0,2478,0,0,0,0,1571,5,0,0.8947
0,0,0,0,0,0,49,0,0,0,0,1457,duo,48,45,1559,0,0,0,0,0,0,1169,4,0,0.8723
0,0,180,1,0,1,45,0,1,1,13.18,1297,squad-fpp,29,28,1421,0,0,0,0,0,0,116.9,3,0,0.1786
0,0,75.06,1,1,0,29,1184,1,1,22.36,1401,squad-fpp,25,25,-1,0,0,0,0,0,0,2434,4,1428,0.7083
0,1,0,0,0,0,62,1396,0,0,0,1446,duo,50,45,-1,0,0,0,0,0,0,539.3,1,1539,0.449
0,0,34.83,0,0,0,79,0,0,0,0,1279,squad,27,27,1487,0,0,0,0,0,0,92.26,1,0,0.1538
0,7,339.7,0,0,2,12,0,3,1,113.6,1888,solo-fpp,93,92,1519,0,1893,0,0,0,0,3854,10,0,0.8804
1,0,36.47,0,0,0,38,1000,0,0,0,1379,duo-fpp,49,48,-1,0,0,0,0,0,0,4123,7,1500,0.8958
0,1,413,4,1,3,11,0,3,1,87.96,1992,squad-fpp,28,27,1492,0,0,0,0,0,0,1138,4,0,0.3704
0,0,18.9,0,0,0,92,0,0,0,0,1721,squad-fpp,26,26,1407,0,102.1,0,0,0,0,26.47,0,0,0
0,0,65.8,0,0,0,87,1088,0,0,0,1196,squad-fpp,28,27,0,0,0,0,0,0,0,185.8,1,1435,0.0741
0,0,100,0,0,0,38,1153,1,1,5.987,1342,solo-fpp,99,94,0,0,0,0,0,0,0,15.71,1,1487,0.102
1,2,407.9,1,0,2,3,1002,3,2,144,1293,duo-fpp,19,18,-1,0,616.3,0,0,0,0,2214,6,1471,1
1,4,67.24,1,0,1,29,1184,1,1,86.92,1399,squad-fpp,28,28,-1,1,0,0,0,0,0,1818,6,1515,0.7407
1,4,137,0,0,8,22,0,1,1,70.56,1814,squad-fpp,29,27,1521,0,13010,0,0,0,0,1704,3,0,1
0,3,324,2,1,2,14,1010,2,1,426.3,1959,duo,48,46,-1,0,671.7,0,63.61,0,0,4118,4,1498,0.8723
0,0,0,0,0,0,85,0,0,0,0,1345,squad-fpp,27,26,1455,0,0,0,0,0,0,7.941,2,0,0.0385
0,2,446.9,0,0,11,15,1527,2,1,220.9,1338,duo-fpp,49,47,-1,0,1758,0,0,0,0,2927,5,1515,0.9583
0,3,265.1,3,0,5,5,1541,4,2,115.6,1419,duo-fpp,48,47,-1,0,0,0,0,0,0,2373,8,1591,0.9574
1,1,34.49,0,0,1,55,1068,0,0,0,1290,squad-fpp,29,29,-1,2,0,0,0,0,0,2582,6,1519,0.6429
0,0,0,0,0,0,92,1000,0,0,0,1386,duo,49,43,-1,0,0,0,0,0,0,13.72,1,1500,0
1,6,806.8,4,1,11,2,0,7,2,207.2,1839,duo-fpp,47,43,1497,0,0,0,0,0,0,4561,5,0,0.9565
0,0,77.3,2,0,0,16,1164,2,1,25.07,1890,squad,27,26,-1,0,0,0,0,0,0,502.7,5,1450,0.1538
0,0,0,0,0,0,91,1351,0,0,0,1389,squad-fpp,27,27,-1,0,0,0,0,0,0,0,0,1457,0
0,0,42.38,0,0,0,93,0,0,0,0,1900,squad-fpp,27,26,1379,0,0,0,0,0,0,27.41,1,0,0
0,0,0,0,0,0,56,1017,0,0,0,1343,squad,30,29,-1,0,206.1,0,0,0,0,1259,5,1499,0.4828
1,0,402.8,2,0,1,19,1434,2,1,13.72,1836,duo-fpp,50,47,-1,0,0,0,0,0,0,365.1,1,1483,0.2653
0,1,60.63,0,0,1,53,1121,0,0,0,1355,squad-fpp,31,30,-1,0,0,0,0,0,0,2053,10,1514,0.7667
0,5,223.4,1,1,3,27,0,1,1,87.43,1333,squad-fpp,30,29,1504,0,0,0,0,0,0,2984,4,0,0.8276
0,0,154.2,1,1,0,41,0,1,1,11.96,1373,squad-fpp,30,29,1456,0,0,0,0,0,0,118,2,0,0.069
0,0,40.85,0,0,0,59,1261,0,0,0,1999,solo,82,80,-1,0,4362,0,0,0,0,569.2,3,1583,0.3951
0,0,103.9,0,0,0,64,1181,0,0,0,1384,squad-fpp,32,31,-1,0,0,0,0,0,0,853.2,2,1469,0.4839
1,1,100,1,0,1,51,1516,0,0,0,1381,duo-fpp,46,46,-1,0,0,0,0,0,0,183.3,2,1498,0.5333
0,0,0,0,0,0,69,0,0,0,0,1902,solo-fpp,95,93,1470,0,0,0,0,0,0,390,2,0,0.3085
0,0,0,0,0,0,84,0,0,0,0,1891,squad,31,31,1239,0,0,0,0,0,0,53.63,1,0,0.1667
1,2,143.1,1,1,0,39,1290,1,1,12.28,1815,squad-fpp,27,26,-1,0,2584,0,0,0,0,1333,10,1501,0.2692
0,0,0,0,0,0,97,1151,0,0,0,1433,squad-fpp,28,27,-1,0,0,0,0,0,0,4.314,1,1504,0
1,2,83.79,0,0,2,52,0,0,0,0,1356,squad,27,25,1356,0,1074,0,82.85,0,0,1980,8,0,0.8462
0,2,102.7,1,1,4,32,0,1,1,4.783,1861,squad-fpp,29,26,1480,1,0,0,0,0,0,946.7,7,0,0.2857
0,0,0,0,0,0,70,0,0,0,0,1772,squad-fpp,22,21,1257,0,0,0,0,0,0,121.1,3,0,0
0,6,96.45,0,0,8,24,0,1,1,86.95,1389,duo,47,44,1502,0,237.7,0,0,0,0,2052,4,0,0.8696
0,1,151.6,0,0,6,30,1033,1,1,5.382,1357,solo-fpp,98,94,-1,0,0,0,0,0,0,526,2,1506,0.6495
0,1,71.19,2,1,0,12,0,2,2,20.24,1300,squad-fpp,27,27,1671,0,0,0,0,0,0,3424,3,0,0.9615
0,0,300.8,1,0,2,20,0,2,2,34.95,1983,squad,28,25,1491,0,2679,0,0,0,0,1864,4,0,0.5185
0,1,200,1,1,2,22,1139,2,2,37.26,1376,duo-fpp,49,47,-1,0,0,0,0,0,0,256.2,2,1523,0.3333
0,0,0,0,0,0,93,1280,0,0,0,1364,duo-fpp,50,49,-1,0,0,0,0,0,0,97.09,1,1494,0.0408
0,2,389.3,2,0,2,17,1421,2,2,59.7,1384,duo-fpp,49,48,-1,0,0,0,51.24,0,0,2572,5,1520,0.875
0,0,225.4,2,0,5,72,1341,0,0,0,1891,squad-fpp,28,26,-1,0,0,0,0,0,0,88.75,1,1481,0.2222
3,10,927.4,4,1,5,2,0,5,2,246.6,1907,squad-fpp,27,26,1470,3,3291,0,0,0,0,3702,3,0,1
0,0,83.67,2,0,4,26,0,1,1,7.913,1324,squad-fpp,29,28,1490,0,0,0,0,0,0,1202,7,0,0.5
0,4,442.2,0,1,1,4,0,4,1,38.41,1766,solo-fpp,89,87,1500,0,1939,0,0,0,0,1098,4,0,0.5455
0,0,0,0,0,0,80,1423,0,0,0,1282,squad-fpp,31,31,-1,0,0,0,0,0,0,134.3,1,1364,0.1333
0,0,100,1,0,0,89,0,0,0,0,1306,duo-fpp,48,46,1472,0,0,0,0,0,0,30.2,1,0,0.0425
0,0,116.4,1,0,0,65,0,0,0,0,1491,duo,49,48,1587,1,0,0,0,0,0,755.6,4,0,0.3958
0,1,185.1,2,0,7,18,1164,2,1,25.71,1408,duo-fpp,48,46,-1,0,0,0,0,0,0,2925,3,1529,0.8936
0,6,35.76,0,0,1,22,1145,1,1,26.85,1845,squad-fpp,28,27,-1,0,2013,0,27.93,0,0,2917,8,1513,0.7778
0,0,130.1,1,0,1,34,1324,1,1,43.88,1401,duo,48,47,-1,0,0,0,0,0,0,470.4,1,1455,0.3617
0,0,0,0,0,0,91,1491,0,0,0,1379,squad-fpp,29,28,-1,0,0,0,0,0,0,18.15,1,1522,0.0357
0,0,152.7,0,1,0,31,0,1,1,84.95,1858,solo-fpp,95,94,1500,0,1458,0,0,0,0,2095,2,0,0.5851
0,0,59.9,0,0,0,61,1115,0,0,0,1987,squad-fpp,26,25,-1,0,2025,0,0,1,1,1196,4,1509,0.48
0,2,72,1,0,5,34,1223,1,1,2.584,1456,squad,27,26,-1,0,0,0,0,0,0,393.6,4,1519,0.4231
0,0,0,0,0,0,84,0,0,0,0,1376,squad,26,25,1466,0,0,0,0,0,0,75.59,2,0,0
0,0,0,0,0,0,77,0,0,0,0,1388,squad-fpp,28,27,1510,0,0,0,0,0,0,18.95,1,0,0.3333
0,0,23.4,0,0,0,71,1514,0,0,0,1411,squad-fpp,30,29,0,0,0,0,0,0,0,85.74,1,1551,0.2414
0,0,56.37,0,0,0,78,0,0,0,0,1848,squad-fpp,27,25,1450,0,0,0,0,0,0,231.6,1,0,0.1154
0,1,382.1,4,1,5,32,0,1,1,30.39,1382,duo-fpp,48,46,1583,0,0,0,0,0,0,1476,2,0,0.6383
0,0,70.95,0,0,0,96,0,0,0,0,1363,squad-fpp,28,28,1407,0,0,0,0,0,0,109.7,2,0,0.037
0,2,0,0,0,5,60,0,0,0,0,1798,squad-fpp,28,28,1506,0,76.11,0,51.6,0,0,3767,5,0,0.3704
0,1,494.2,2,0,3,17,0,2,1,66.43,1807,squad-fpp,30,29,1828,0,0,0,0,0,0,336.6,5,0,0.3793
0,1,0,0,0,2,42,0,0,0,0,1857,solo-fpp,92,89,1821,0,8614,0,0,0,0,1516,3,0,0.8571
4,6,436.1,4,0,16,2,1589,7,2,186.4,1901,squad,28,27,-1,3,6616,0,0,0,0,2356,5,1566,0.963
0,0,171.8,2,0,0,21,0,2,2,17.65,1410,duo-fpp,49,47,1518,0,0,0,0,0,0,292.7,2,0,0.2708
0,0,0,0,0,0,96,0,0,0,0,1297,squad-fpp,28,28,1463,0,0,0,0,0,0,13.4,0,0,0
0,0,10.21,0,0,0,50,1017,0,0,0,1899,solo-fpp,89,88,-1,0,2544,0,0,0,0,1122,7,1374,0.5909
0,0,22.95,0,0,0,84,1085,0,0,0,1831,duo-fpp,49,46,-1,0,0,0,0,0,0,278.6,2,1439,0.1458
0,3,134.4,0,2,1,13,0,2,1,247.7,1777,solo-fpp,96,92,1653,0,0,0,0,0,0,4351,3,0,0.9053
0,3,92,1,0,5,26,0,1,1,8.53,1362,squad-fpp,26,26,1493,1,806.2,0,0,0,0,1935,6,0,0.92
0,1,200,1,0,3,27,0,2,2,11.57,1394,duo-fpp,48,46,1500,0,0,0,0,0,0,584,2,0,0.3617
1,0,154.2,1,0,0,32,0,1,1,11.88,1256,squad-fpp,28,26,1510,0,0,0,0,0,0,98.96,1,0,0.4074
0,3,298.6,2,2,13,5,1293,4,2,13.58,1944,duo-fpp,46,43,-1,1,3760,0,0,0,0,1791,3,1502,0.7333
0,0,261.7,2,0,1,85,0,0,0,0,1375,squad-fpp,27,25,1471,0,0,0,0,0,0,46.74,2,0,0
0,0,0,0,0,7,64,0,0,0,0,1338,duo-fpp,49,47,1515,0,895,0,0,0,0,248.9,5,0,0.4167
0,0,471.6,3,2,7,2,1563,5,2,13.1,1725,squad,26,26,-1,1,0,0,0,0,0,524.8,5,1574,0.24
0,1,253.8,1,0,0,30,0,1,1,136.7,1445,squad,28,27,1498,0,0,0,0,0,0,1462,4,0,0.7037
0,2,0,0,0,0,70,0,0,0,0,1362,squad-fpp,30,28,1379,0,0,0,0,0,0,392.8,3,0,0.1724
0,3,278.3,2,0,3,5,0,4,2,96.38,1975,duo,50,46,1503,0,2207,0,0,0,0,2002,7,0,0.6939
0,0,0,0,0,1,50,1062,0,0,0,1369,squad-fpp,28,26,-1,2,1131,0,0,0,0,2142,4,1493,0.8148
0,0,0,2,0,1,46,0,0,0,0,1815,squad,25,24,1472,0,2812,0,0,1,0,1648,4,0,0.4583
0,2,157.2,2,1,1,21,1076,2,1,31.54,1345,squad-fpp,29,28,-1,0,2411,0,0,0,0,1278,3,1479,0.75
0,2,327.3,2,0,2,8,0,3,2,20.25,1369,squad-fpp,29,28,1531,2,0,0,3.125,0,0,2992,5,0,0.8929
0,0,0,0,0,0,88,0,0,0,0,1365,squad-fpp,28,28,1405,0,0,0,0,0,0,114,1,0,0.1111
1,1,318.6,1,0,0,11,0,3,1,57.52,1880,squad,28,27,1461,0,0,0,0,0,1,3808,4,0,0.6296
1,1,20.13,0,0,0,46,0,0,0,0,1771,squad-fpp,29,28,1419,0,0,0,0,0,0,2338,3,0,0.8214
0,0,124.5,0,0,5,41,0,1,1,3.32,1477,solo-fpp,96,93,1490,0,0,0,0,0,0,151.6,2,0,0.3579
0,3,145.3,1,0,0,16,0,2,1,69.88,1371,duo-fpp,46,44,1573,0,0,0,0,0,0,2211,4,0,0.8
0,0,300,3,0,0,9,0,3,1,5.037,1810,squad-fpp,27,27,1449,1,0,0,0,0,0,93.96,3,0,0.1538
0,1,0,0,0,0,68,0,0,0,0,1380,duo-fpp,47,46,1484,0,0,0,0,0,0,99.46,2,0,0.3043
0,2,242.8,1,0,0,40,1507,1,1,17.94,1362,squad-fpp,30,29,-1,0,0,0,0,0,0,120.2,2,1499,0.2069
0,1,152.1,2,2,2,8,0,3,2,10.44,1367,squad-fpp,27,26,1443,2,0,0,0,0,0,200.7,3,0,0.3846
1,2,240,1,0,0,22,1652,1,1,3.078,1290,squad-fpp,33,32,-1,0,0,0,0,0,0,3267,7,1616,1
0,0,77.22,0,0,0,73,0,0,0,0,1500,solo-fpp,83,80,1516,0,0,0,0,0,0,22.51,1,0,0.122
1,0,89.4,0,0,0,93,1094,0,0,0,1901,solo-fpp,97,94,-1,0,0,0,0,0,0,13.04,0,1501,0.0521
0,1,0,0,0,1,57,1140,0,0,0,1441,duo,48,44,-1,0,0,0,0,0,0,630.8,6,1502,0.4255
0,0,0,0,0,0,89,1546,0,0,0,1282,squad-fpp,27,27,0,0,0,0,0,0,0,93.69,1,1350,0.0769
0,1,273,3,0,1,9,0,3,1,88.81,1774,duo-fpp,47,43,1800,0,0,0,0,0,0,4135,10,0,0.9348
0,0,0,0,0,0,94,0,0,0,0,1461,squad-fpp,29,28,1542,0,0,0,0,0,0,13.35,1,0,0.0714
0,0,27.34,0,0,0,44,1536,1,1,19.93,1377,squad-fpp,29,29,-1,0,0,0,0,0,0,233.4,2,1612,0.2143
0,0,187.3,2,0,0,17,0,2,2,5.558,1772,squad-fpp,28,26,1497,0,0,0,0,0,0,121,3,0,0.5185
0,2,0,0,0,0,43,0,0,0,0,1751,duo-fpp,47,45,1520,0,1810,0,0,1,0,2647,8,0,0.7826
0,0,75,0,0,0,30,0,1,1,116.7,1443,solo-fpp,98,97,1826,0,0,0,0,0,0,927.4,3,0,0.6289
0,3,30.21,0,0,2,48,0,0,0,0,1387,duo-fpp,46,43,1579,0,787.4,0,0,0,0,1927,3,0,0.7556
0,0,0,0,0,0,79,1192,0,0,0,1298,squad-fpp,29,27,-1,0,0,0,0,0,0,71.04,2,1486,0.1786
0,0,0,0,0,0,91,1072,0,0,0,1886,squad-fpp,28,27,-1,0,0,0,0,0,0,46.04,0,1469,0.0741
0,3,0,0,0,10,40,1212,0,0,0,1806,squad-fpp,26,26,-1,0,749.4,0,0,0,0,4188,6,1601,0.92
0,0,175,1,0,0,26,0,1,1,22.87,1816,squad,27,26,1438,0,0,0,0,0,0,612.1,5,0,0.5
0,2,25.8,0,1,0,24,1184,1,1,21.64,1760,squad,27,27,-1,0,1941,0,0,0,0,928.7,8,1493,0.4231
0,0,100,0,1,0,36,0,1,1,36.25,1831,solo-fpp,95,94,1469,0,0,0,0,0,0,386.8,3,0,0.4468
0,0,0,0,0,0,52,0,0,0,0,1895,duo-fpp,45,44,1530,0,3553,0,0,1,0,1395,6,0,0.4545
1,0,91.09,0,0,0,30,0,1,1,6.771,1820,duo,49,45,1490,1,4505,0,0,0,0,751.7,4,0,0.7292
0,5,133,0,1,2,8,1261,2,1,114.2,1793,squad-fpp,28,25,-1,0,1177,0,4.221,0,0,3153,4,1502,1
0,0,0,0,0,0,70,1001,0,0,0,1424,solo-fpp,96,94,-1,0,0,0,0,0,0,84.58,3,1499,0.3474
1,1,239.8,0,1,0,31,0,1,1,362.8,1984,duo-fpp,48,47,1698,0,2145,0,0,0,0,1811,6,0,0.8085
0,4,871.9,7,3,7,1,0,10,2,113.9,1852,squad,29,29,1410,0,3024,0,0,0,0,2456,10,0,0.9286
0,0,23.22,0,0,0,47,0,0,0,0,1396,solo,96,95,1552,0,0.0048,0,16.99,0,0,2948,6,0,0.7579
0,0,125.2,1,1,0,37,0,1,1,19.42,1737,squad-fpp,29,29,1498,0,0,0,0,0,0,45.02,2,0,0.0714
0,0,66.07,0,0,0,74,0,0,0,0,1926,squad,28,28,1484,0,0,0,0,0,0,1072,3,0,0.2593
0,4,603.2,1,4,1,2,0,5,2,89.1,1381,duo-fpp,47,44,1500,1,0,0,0,0,0,3215,3,0,1
1,3,278,2,1,5,32,0,1,1,7.485,1334,squad-fpp,25,23,1390,1,1524,0,23.23,0,0,1893,3,0,0.75
0,0,127.9,0,1,0,15,0,2,2,44.12,1393,duo-fpp,48,46,1580,0,0,0,0,0,0,1053,4,0,0.7021
0,0,75,1,0,0,32,1413,1,1,30.53,1978,squad-fpp,27,24,-1,0,0,0,0,0,0,1248,4,1558,0.4615
0,0,0,0,0,0,40,1135,0,0,0,1801,duo-fpp,49,45,-1,0,6129,0,0,0,0,1149,3,1542,0.8125
0,0,0,0,0,0,97,0,0,0,0,1846,duo-fpp,49,48,1503,0,0,0,0,0,0,6.676,2,0,0
0,1,103.4,0,0,9,10,0,3,2,37.31,1860,squad-fpp,28,25,1512,0,6486,0,0,0,1,2273,5,0,0.7778
0,3,300,0,2,0,6,0,3,1,78.31,1484,solo-fpp,96,94,1520,0,2001,0,0,0,0,3214,3,0,0.9474
0,2,120.4,1,0,1,62,0,0,0,0,1508,duo-fpp,50,46,1447,0,0,0,0,0,0,998,8,0,0.4898
0,0,0,0,0,0,68,0,0,0,0,1868,solo-fpp,94,92,1509,0,5264,0,0,0,0,375.4,0,0,0.3548
0,0,0,0,0,0,89,1296,0,0,0,1798,squad-fpp,31,29,-1,0,0,0,0,0,0,24.24,1,1558,0.0333
0,0,167.3,1,0,0,81,0,0,0,0,1356,squad-fpp,28,28,1474,0,0,0,0,0,0,490.5,3,0,0.2222
0,4,0,0,0,3,54,1138,0,0,0,1906,squad,30,29,-1,0,7251,0,0,0,0,2298,3,1485,0.5862
1,0,173.2,1,0,0,20,0,2,2,13.29,1514,duo-fpp,50,47,1482,1,0,0,0,0,0,1586,6,0,0.6531
0,0,228.4,2,0,0,96,0,0,0,0,1377,squad-fpp,29,28,1461,0,0,0,0,0,0,127.4,1,0,0
0,6,660.4,4,2,10,6,1395,4,1,101.2,1876,duo-fpp,46,44,-1,0,0,0,0,0,0,5040,6,1581,0.9778
0,0,0,0,0,0,82,1277,0,0,0,1910,duo,49,47,-1,0,0,0,0,0,0,56.93,0,1530,0.1875
0,2,106.7,0,0,16,48,1204,0,0,0,1812,duo-fpp,43,43,-1,0,0,0,0,0,0,837.7,6,1500,0.5238
0,0,77.44,1,0,4,70,0,0,0,0,1382,duo-fpp,49,47,1500,1,0,0,0,0,0,229.3,3,0,0.3333
0,2,230.7,2,0,2,11,0,3,1,25.83,1360,squad-fpp,29,28,1449,0,0,0,0,0,0,1715,4,0,0.6429
1,2,332.3,2,0,8,17,0,2,1,29.7,1348,duo-fpp,47,46,1516,1,0,0,0,0,0,578.4,4,0,0.6957
0,0,106.7,0,0,0,45,1109,0,0,0,1887,solo-fpp,79,75,-1,0,2700,0,0,0,0,1516,3,1516,0.5641
0,0,0,0,0,0,95,0,0,0,0,2183,squad,26,26,1471,0,0,0,0,0,0,0,0,0,0
0,1,132.3,1,0,0,29,0,1,1,7.957,1982,duo,47,44,1501,0,0,0,0,0,0,848.9,3,0,0.8478
2,2,408.1,4,0,9,10,1322,3,2,154.4,1320,duo-fpp,48,45,-1,1,1921,0,29.16,0,0,2353,7,1483,0.8511
2,3,227.1,0,0,1,20,1154,1,1,17.7,1868,squad,28,28,-1,3,733.2,0,0,0,0,3577,4,1437,0.8889
0,0,100,1,0,0,43,0,1,1,11.05,1365,squad-fpp,28,26,1367,0,0,0,0,0,0,266.3,5,0,0.1852
0,0,185.5,2,0,1,35,0,1,1,102.1,1451,squad-fpp,27,27,1516,0,0,0,0,0,0,934.9,2,0,0.5
0,1,81.81,0,0,0,59,1228,0,0,0,1343,squad-fpp,28,27,-1,1,643.5,0,0,0,0,1202,3,1494,0.4815
0,0,0,0,0,0,33,0,0,0,0,1448,squad-fpp,27,25,1477,0,0,0,0,0,0,3062,7,0,1
0,4,191.4,0,0,0,61,0,0,0,0,2193,solo,96,91,1514,0,789.6,0,0,0,0,1004,4,0,0.4737
0,0,0,0,0,2,46,0,0,0,0,1826,squad-fpp,30,30,1516,0,5550,0,37.87,0,0,1233,4,0,0.9655
0,0,118.4,1,0,0,58,0,0,0,0,1878,duo-fpp,47,44,1500,0,0,0,0,0,0,1222,3,0,0.413
0,1,64,0,0,2,33,1324,1,1,15.21,1417,squad-fpp,28,28,-1,0,0,0,0,0,0,306.9,3,1455,0.2963
0,0,0,0,0,0,90,0,0,0,0,1443,solo-fpp,93,91,1445,0,0,0,0,0,0,11.04,2,0,0.0217
0,1,21.2,0,0,2,62,0,0,0,0,1378,duo-fpp,49,48,1532,0,0,0,0,0,0,823.9,4,0,0.5417
0,0,67.28,0,0,0,65,1310,0,0,0,1311,squad-fpp,27,26,-1,0,0,0,0,0,0,289.3,3,1475,0.3846
0,0,100,1,0,0,32,0,1,1,7.189,1305,squad-fpp,29,26,1387,0,0,0,0,0,0,64.73,1,0,0.2857
2,3,491.7,4,1,2,4,0,6,2,236.9,1773,squad,29,25,1500,0,4112,1,29.2,0,0,2360,7,0,0.7857
0,0,86.42,0,0,1,46,1243,0,0,0,1370,squad-fpp,27,26,-1,0,0,0,49.72,0,0,2308,5,1481,0.8077
0,0,170.9,1,0,0,78,1236,0,0,0,1300,duo-fpp,47,47,-1,0,0,0,0,0,0,97.58,1,1519,0.2174
0,0,0,0,0,0,89,0,0,0,0,1385,duo-fpp,49,47,1500,0,0,0,0,0,0,33.59,4,0,0.0833
0,1,100,0,0,1,28,0,1,1,33.61,1381,duo-fpp,47,45,1500,0,590.1,0,0,1,0,1166,6,0,0.8478
0,0,0,0,0,0,93,1394,0,0,0,1412,squad-fpp,30,29,-1,0,0,0,0,0,0,115.9,1,1505,0.069
1,4,371.4,0,0,1,26,1530,1,1,13.05,1363,duo-fpp,49,49,-1,0,0,0,0,0,0,3920,4,1558,0.9792
0,3,144,0,0,3,23,1454,1,1,27.1,1278,squad-fpp,28,28,-1,0,3554,0,0,0,0,1578,11,1490,0.8148
0,3,331.3,1,0,8,14,0,2,1,142.7,1355,squad,25,22,1503,0,684.1,0,0,1,0,3014,4,0,0.7083
0,1,191.7,0,0,1,35,0,1,1,13.08,1483,solo-fpp,95,93,1514,0,0,0,0,0,0,990.6,5,0,0.5957
